,# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
17111,o2x75MH0G08,30.0,40.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/07phxs1,/m/07rv4dm,/m/0bm02,/m/0l14md",10,Cymbal|Drum|Drum kit|Drum roll|Rimshot|Snare drum|Ding|Clang|Bass drum|Percussion
17112,o2y4WuK8wr8,250.0,260.0,"/m/015p6,/m/020bb7,/m/05_wcq,/m/07pggtn,/m/07r_25d,/m/0h0rv",6,"Bird|Bird vocalization, bird call, bird song|Bird flight, flapping wings|Chirp, tweet|Coo|Pigeon, dove"
17113,o3F3tUpmVaw,30.0,40.0,"/m/04qvtq,/m/07s02z0,/m/09x0r",3,Police car (siren)|Squeal|Speech
17114,o3XI7s-urhQ,90.0,100.0,"/m/07qw_06,/m/09x0r",2,"Wail, moan|Speech"
17115,o3cRTYrLXnk,30.0,40.0,/m/04fq5q,1,Foghorn
17116,o3qLyDuP37w,0.0,10.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",4,Rain|Thunderstorm|Thunder|Rain on surface
17117,o46GWTkVASI,30.0,40.0,"/m/09t49,/m/09x0r",2,Rustling leaves|Speech
17118,o4EX_VNx79Q,30.0,40.0,"/m/024dl,/m/09x0r",2,Cash register|Speech
17119,o4x-VW_rCSE,60.0,70.0,"/m/07r660_,/m/09x0r,/t/dd00125",3,"Giggle|Speech|Inside, small room"
17120,o5LsmKXZTCQ,30.0,40.0,"/m/01j3sz,/m/07rgt08,/m/07s04w4,/m/07sq110,/m/09x0r",5,"Laughter|Chuckle, chortle|Snicker|Belly laugh|Speech"
17121,o5j3m2_sBXA,50.0,60.0,/m/02x984l,1,Mechanical fan
17122,o5m4ypjBnqE,30.0,40.0,"/m/01jg02,/m/07p_0gm,/m/07rcgpl",3,"Heart sounds, heartbeat|Throbbing|Hum"
17123,o6MKemr9e4Y,21.0,31.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk",6,"Canidae, dogs, wolves|Domestic animals, pets|Howl|Speech|Dog|Animal"
17124,o6VWvWUydaU,110.0,120.0,"/m/01lsmm,/t/dd00125",2,"Scissors|Inside, small room"
17125,o6ZQNr0Tpz4,30.0,40.0,"/m/04rlf,/m/0b9m1",2,Music|Harmonic
17126,o6n_uHAT-eQ,510.0,520.0,"/m/07qqyl4,/m/09x0r",2,Boom|Speech
17127,o6uxKCYu6aQ,400.0,410.0,"/m/06wzb,/m/07rjwbb",2,Steam|Hiss
17128,o6viFWviE5g,20.0,30.0,"/m/02fs_r,/m/030rvx,/t/dd00125",3,"Beep, bleep|Buzzer|Inside, small room"
17129,o8FsD7l5er4,30.0,40.0,"/m/02x8m,/m/04rlf,/m/0gywn",3,Funk|Music|Soul music
17130,o8MgI-_bwoE,220.0,230.0,"/m/04rlf,/m/07qw_06",2,"Music|Wail, moan"
17131,o8uJobJ8fiU,20.0,30.0,"/m/0395lw,/m/03cl9h,/m/04rlf,/m/07yv9",4,"Bell|Ice cream truck, ice cream van|Music|Vehicle"
17132,o8uxxMXuhZ8,30.0,40.0,"/m/07rgt08,/m/07s04w4",2,"Chuckle, chortle|Snicker"
17133,o8wlLdDcpAI,0.0,10.0,/m/01jg02,1,"Heart sounds, heartbeat"
17134,o9-UZlk4cas,140.0,150.0,"/m/07qcx4z,/m/09x0r,/t/dd00125",3,"Tearing|Speech|Inside, small room"
17135,o91icAK6Ye8,30.0,40.0,"/m/024dl,/m/09x0r",2,Cash register|Speech
17136,o9PB_HGeUzs,210.0,220.0,/m/014zdl,1,Explosion
17137,o9aCAn_-Ghg,200.0,210.0,"/m/012xff,/m/09x0r",2,Toothbrush|Speech
17138,oAWKdPn3EWE,480.0,490.0,/m/0242l,1,Coin (dropping)
17139,oAjBZqhxuOs,100.0,110.0,"/m/09x0r,/m/0ghcn6,/t/dd00129",3,"Speech|Growling|Outside, rural or natural"
17140,oAs15HQ3LFY,100.0,110.0,"/m/04rlf,/m/07pws3f,/m/09x0r,/t/dd00126",4,"Music|Bang|Speech|Inside, large room or hall"
17141,oAsgMLSyOG8,11.0,21.0,"/m/01hnzm,/m/04rlf",2,Ringtone|Music
17142,oBf92KajeUo,30.0,40.0,"/m/01lsmm,/m/09x0r",2,Scissors|Speech
17143,oBsTZmqrpFQ,70.0,80.0,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",7,Drum|Drum kit|Drum roll|Rimshot|Snare drum|Bass drum|Percussion
17144,oBxeVm_9GXY,0.0,10.0,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",7,Drum|Drum kit|Drum roll|Rimshot|Snare drum|Bass drum|Percussion
17145,oCIlZEU5Mi8,110.0,120.0,"/m/03fwl,/m/04rlf,/m/09x0r,/m/0jbk",4,Goat|Music|Speech|Animal
17146,oCVRgGxkKo4,90.0,100.0,"/m/0261r1,/m/09x0r,/t/dd00125",3,"Babbling|Speech|Inside, small room"
17147,oClMWiqb-Ns,240.0,250.0,"/m/01280g,/m/0jbk",2,Wild animals|Animal
17148,oD0Xp--xxjE,30.0,40.0,"/m/026t6,/m/02hnl,/m/03_d0,/m/04rlf",4,Drum|Drum kit|Jazz|Music
17149,oDA0b-boH60,10.0,20.0,"/m/07p6fty,/m/09x0r",2,Shout|Speech
17150,oDA7dLLnH0c,0.0,10.0,"/m/01jnbd,/m/04rlf,/m/09x0r",3,Echo|Music|Speech
17151,oDpbnwNLyn8,0.0,4.0,"/m/02dgv,/m/07q6cd_",2,Door|Squeak
17152,oDyqctIw0SE,15.0,25.0,/m/07qn4z3,1,Rattle
17153,oEDHtBsZUpU,20.0,30.0,"/m/07s0dtb,/m/0jbk",2,Gasp|Animal
17154,oELxOvNxjvU,30.0,40.0,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf",4,Blues|Electric guitar|Guitar|Music
17155,oEMLpCOWrqY,30.0,40.0,"/m/07r81j2,/m/09x0r",2,Caterwaul|Speech
17156,oEQT7MSo_aA,30.0,40.0,"/m/015p6,/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk",5,Bird|Quack|Duck|Speech|Animal
17157,oE_akulUh54,40.0,50.0,/m/07ptfmf,1,Stir
17158,oF3yRtlw6dM,25.0,35.0,"/m/01jg1z,/m/09x0r",2,Heart murmur|Speech
17159,oFCzd9bJo9A,70.0,80.0,"/m/02lkt,/m/03_d0,/m/04rlf",3,Electronic music|Jazz|Music
17160,oGShTTU-aFI,20.0,30.0,/m/01z47d,1,Busy signal
17161,oGbNzR_lpSk,480.0,490.0,"/m/04rlf,/m/07rrlb6",2,"Music|Splash, splatter"
17162,oGzvAmLS27A,110.0,120.0,/m/05_wcq,1,"Bird flight, flapping wings"
17163,oH-u_pxYdF0,130.0,140.0,"/m/012xff,/m/09x0r,/m/0ytgt",3,"Toothbrush|Speech|Child speech, kid speaking"
17164,oH1GfHtu1A0,60.0,70.0,/m/0150b9,1,Change ringing (campanology)
17165,oHDDhUzIXPY,30.0,40.0,/m/01s0vc,1,Zipper (clothing)
17166,oHFPYDrs51Y,60.0,70.0,"/m/07qv4k0,/m/0jbk",2,Scrape|Animal
17167,oHGNVbNyndk,110.0,120.0,"/m/09x0r,/m/0gy1t2s",2,Speech|Bicycle bell
17168,oHKTmTLEy68,11.0,21.0,"/m/01bjv,/m/02rhddq,/m/07yv9",3,Bus|Reversing beeps|Vehicle
17169,oHKzTs0Jsnw,30.0,40.0,/m/07qs1cx,1,Crack
17170,oHLp2tTAU-k,340.0,350.0,"/m/01xqw,/m/02fsn,/m/0d8_n,/m/0l14_3",4,Cello|Double bass|Pizzicato|Bowed string instrument
17171,oHa_rQrbTEA,110.0,120.0,"/m/04rlf,/m/07p6fty,/m/09x0r",3,Music|Shout|Speech
17172,oHg0VLFSvJ8,390.0,400.0,/m/0l14t7,1,Singing bowl
17173,oHp-J8QgAd8,30.0,40.0,"/m/02y_763,/m/07pqn27,/m/09x0r",3,Sliding door|Bouncing|Speech
17174,oI25Wvr0euY,30.0,40.0,"/m/01z7dr,/m/04rlf",2,Video game music|Music
17175,oIgPIGUQ8yY,30.0,40.0,"/m/01kcd,/m/07c6l",2,Brass instrument|Trombone
17176,oInl21livMY,40.0,50.0,"/m/04rlf,/m/07pc8lb,/m/09x0r",3,Music|Breaking|Speech
17177,oInlR3rUanI,80.0,90.0,"/m/01xq0k1,/m/0239kh,/m/07rpkh9,/m/0ch8v",4,"Cattle, bovinae|Cowbell|Moo|Livestock, farm animals, working animals"
17178,oJ0rdNlghn4,30.0,40.0,"/m/04rlf,/m/07gxw,/m/07m2kt,/m/07s72n",4,Music|Techno|Chorus effect|Dubstep
17179,oJyyNWuyig4,30.0,40.0,"/m/04rlf,/m/09t49",2,Music|Rustling leaves
17180,oK2d2JF27Qk,0.0,10.0,/m/04rzd,1,Mandolin
17181,oK9hgtmRDWw,190.0,200.0,"/m/02p01q,/m/07pdjhy",2,Filing (rasp)|Rub
17182,oKVfrZKftHs,30.0,40.0,"/m/04rlf,/m/06w87,/m/09x0r",3,"Music|Steel guitar, slide guitar|Speech"
17183,oKbKfxu5_oQ,30.0,40.0,"/m/0199g,/m/07qmpdm",2,Bicycle|Clatter
17184,oKugLSWL3bM,0.0,10.0,/m/07qnq_y,1,"Thump, thud"
17185,oL3BcY3CbYg,70.0,80.0,/m/02mfyn,1,Car alarm
17186,oL4uKRJUDeg,30.0,40.0,/m/07rbp7_,1,Whip
17187,oLEGuWE-c8o,60.0,70.0,"/m/03p19w,/m/07k1x,/m/083vt,/m/09x0r,/t/dd00128",5,"Jackhammer|Tools|Wood|Speech|Outside, urban or manmade"
17188,oLGZl9kN-K8,150.0,160.0,"/m/09x0r,/t/dd00065",2,Speech|Light engine (high frequency)
17189,oLOPOU1CUfc,0.0,4.0,"/m/07rwj3x,/m/09x0r",2,Whoop|Speech
17190,oLYZ4FyktN0,40.0,50.0,/m/0463cq4,1,"Crying, sobbing"
17191,oL_LsXoZSKE,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq",4,Ambulance (siren)|Emergency vehicle|Siren|Police car (siren)
17192,oMDBxek1WIQ,19.0,29.0,"/m/07q0yl5,/m/07s0dtb",2,Snort|Gasp
17193,oMS_MSzv6cg,30.0,40.0,"/m/03vt0,/m/07r4gkf",2,Insect|Patter
17194,oMdHthu-Iko,30.0,40.0,"/m/03fwl,/m/0jbk",2,Goat|Animal
17195,oMk8RceCCu4,40.0,50.0,/m/03l9g,1,Hammer
17196,oMmqKfmiDC0,30.0,40.0,"/m/02zsn,/m/07pqn27,/m/07rgt08,/m/09x0r,/m/0ytgt",5,"Female speech, woman speaking|Bouncing|Chuckle, chortle|Speech|Child speech, kid speaking"
17197,oMtUrXWtUOQ,10.0,20.0,/m/07plz5l,1,Sigh
17198,oN2wkhNIYUM,0.0,10.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c",4,"Railroad car, train wagon|Rail transport|Train|Clickety-clack"
17199,oNC_MaEhWXQ,460.0,470.0,"/m/09x0r,/m/0ytgt,/t/dd00126,/t/dd00127",4,"Speech|Child speech, kid speaking|Inside, large room or hall|Inside, public space"
17200,oNV5Sq28Mp4,80.0,90.0,/m/01jnbd,1,Echo
17201,oNj-Q5gtYz4,30.0,40.0,"/m/01m2v,/m/0316dw,/m/09x0r",3,Computer keyboard|Typing|Speech
17202,oNp8q3nA-co,120.0,130.0,"/m/068zj,/m/09x0r,/m/0jbk",3,Pig|Speech|Animal
17203,oO0P6FayPXo,140.0,150.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
17204,oO9IS7okhUs,160.0,170.0,/m/0lyf6,1,Breathing
17205,oOBByUjJtLY,0.0,10.0,/m/0mbct,1,Gong
17206,oOiwmRV1PBk,0.0,10.0,"/m/011k_j,/m/026t6,/m/04rlf,/m/04szw,/m/0l14md",5,Timpani|Drum|Music|Musical instrument|Percussion
17207,oOlMzQpK690,30.0,40.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04wptg,/m/0g12c5",5,Electric guitar|Guitar|Music|Wedding music|Distortion
17208,oOoxb4Fr65k,0.0,7.0,"/m/07qdb04,/m/09ddx",2,Quack|Duck
17209,oPBrZeFpToY,90.0,100.0,"/m/09x0r,/t/dd00001",2,Speech|Baby laughter
17210,oPFHEim8ZcA,50.0,60.0,/m/02qmj0d,1,String section
17211,oPR7tUEUptk,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq",4,"Fire engine, fire truck (siren)|Emergency vehicle|Siren|Police car (siren)"
17212,oPevraef4gI,52.0,62.0,"/m/02mk9,/m/04229",2,Engine|Jet engine
17213,oPlat3jrels,120.0,130.0,"/m/01kcd,/m/07c6l,/m/07gql",3,Brass instrument|Trombone|Trumpet
17214,oPzAaB7LoqU,30.0,40.0,"/m/09x0r,/t/dd00002",2,"Speech|Baby cry, infant cry"
17215,oQELTwI6Qk0,10.0,20.0,"/m/02mk9,/m/07yv9,/m/096m7z,/m/0k4j",4,Engine|Vehicle|Noise|Car
17216,oQx75zhujZE,30.0,40.0,"/m/06_y0by,/m/06mb1,/m/07qwyj0,/m/07r10fb,/m/0838f",5,Environmental noise|Rain|Rustle|Raindrop|Water
17217,oRB7lfXYCqM,0.0,10.0,"/m/01z47d,/m/0c1dj",2,Busy signal|Sound effect
17218,oRHKVmQ138Q,240.0,250.0,"/m/04rlf,/m/0dwsp,/m/0dwt5,/m/0glt670",4,"Music|Marimba, xylophone|Vibraphone|Hip hop music"
17219,oRINjxOZKt8,150.0,160.0,"/m/07qs1cx,/m/09x0r",2,Crack|Speech
17220,oRLzsvwP-0I,30.0,40.0,"/m/02_41,/m/03m9d0z,/t/dd00092",3,Fire|Wind|Wind noise (microphone)
17221,oRUdvu3Qo-E,30.0,40.0,"/m/04rlf,/m/07qcpgn",2,Music|Tap
17222,oRVivXC83hA,120.0,130.0,"/m/015lz1,/m/04rlf,/t/dd00035",3,Singing|Music|Exciting music
17223,oSME-ts1WnQ,110.0,120.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00136",5,"Domestic animals, pets|Dog|Growling|Animal|Whimper (dog)"
17224,oSeytBzkBuA,30.0,40.0,"/m/03cczk,/m/07pdhp0,/m/07s12q4",3,"Chewing, mastication|Biting|Crunch"
17225,oSg1VJHiPOE,10.0,20.0,"/m/015lz1,/m/04rlf,/m/064t9,/t/dd00031",4,Singing|Music|Pop music|Happy music
17226,oSj9IbDiWks,0.0,10.0,"/m/01qbl,/m/03qtq",2,Cymbal|Hi-hat
17227,oSoP9Is0UH4,30.0,40.0,"/m/04rlf,/t/dd00035",2,Music|Exciting music
17228,oSqoyk9FenQ,0.0,8.0,"/m/0c1dj,/m/0mbct",2,Sound effect|Gong
17229,oT2gcsEeceQ,62.0,72.0,"/m/04229,/m/0cmf2,/m/0k5j",3,"Jet engine|Fixed-wing aircraft, airplane|Aircraft"
17230,oT6ud0OdR_E,30.0,40.0,"/m/026z9,/m/04rlf,/m/05r6t,/m/05rwpb,/m/05w3f,/m/064t9,/m/06by7,/m/07sbbz2",8,Disco|Music|Punk rock|Independent music|Psychedelic rock|Pop music|Rock music|Rock and roll
17231,oTXKGrB3bCA,140.0,150.0,"/m/02v2lh,/m/04rlf,/m/0fd3y,/m/0m0jc",4,New-age music|Music|Ambient music|Electronica
17232,oTd6q78bXys,100.0,110.0,"/m/04rlf,/m/07rkbfh,/m/09x0r",3,Music|Chatter|Speech
17233,oU9hqerWWRw,0.0,10.0,"/m/07rknqz,/m/0h9mv",2,Skidding|Tire squeal
17234,oUCFd-GHcVA,20.0,30.0,"/m/09x0r,/t/dd00013,/t/dd00128",3,"Speech|Children playing|Outside, urban or manmade"
17235,oUUTJref1jE,500.0,510.0,"/m/01kcd,/m/0319l",2,Brass instrument|French horn
17236,oUxyg_DFMfM,4.0,14.0,/m/07rqsjt,1,"Whoosh, swoosh, swish"
17237,oVcQgIsw2Ac,30.0,40.0,/m/0mkg,1,Accordion
17238,oVd-PG3vmQo,13.0,23.0,"/m/02mfyn,/t/dd00134",2,Car alarm|Car passing by
17239,oVhhEku6ECA,150.0,160.0,"/m/03lty,/m/04rlf,/t/dd00036",3,Heavy metal|Music|Angry music
17240,oViKt6VbGf4,9.0,19.0,"/m/07q4ntr,/m/09x0r",2,Bellow|Speech
17241,oWAZJV6g6fY,0.0,10.0,"/m/02_nn,/m/07r4k75",2,Fart|Grunt
17242,oWHJgVF2duU,30.0,40.0,/m/0mkg,1,Accordion
17243,oWP1GSHrBjI,440.0,450.0,"/m/023vsd,/m/07pdjhy,/m/083vt",3,Sanding|Rub|Wood
17244,oWSokhNTZeQ,0.0,10.0,/m/07pt_g0,1,Pulse
17245,oWYHKdf6N0E,10.0,20.0,"/m/03vt0,/m/07st88b,/m/09f96,/m/09ld4,/m/0h2mp",5,"Insect|Croak|Mosquito|Frog|Fly, housefly"
17246,oWr0gGzyG98,90.0,100.0,"/m/09x0r,/t/dd00001",2,Speech|Baby laughter
17247,oXBGZoBYaLY,30.0,40.0,"/m/02bxd,/m/04rlf",2,Didgeridoo|Music
17248,oY-XHWg7zu0,560.0,570.0,"/m/04rlf,/m/05x_td",2,"Music|Air horn, truck horn"
17249,oYECB7KFJgU,30.0,40.0,"/m/04rlf,/m/05r6t,/m/05rwpb,/m/05w3f",4,Music|Punk rock|Independent music|Psychedelic rock
17250,oYEzy8gH6q8,30.0,40.0,"/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5",4,Tapping (guitar technique)|Electric guitar|Music|Distortion
17251,oYXU_qCslLs,0.0,10.0,/m/015jpf,1,Dial tone
17252,oYYd7duzdBY,30.0,40.0,"/m/06hps,/m/07r4gkf",2,"Rodents, rats, mice|Patter"
17253,oYeql9xE19k,30.0,40.0,"/m/03kmc9,/m/0dgbq",2,Siren|Civil defense siren
17254,oZ2PS38NJtI,30.0,40.0,"/m/04rlf,/m/0ytgt,/t/dd00005",3,"Music|Child speech, kid speaking|Child singing"
17255,oZScu7DU5qk,30.0,40.0,"/m/0145m,/m/04rlf,/t/dd00032",3,Afrobeat|Music|Funny music
17256,oZoJ26C6LrU,100.0,110.0,"/m/04qvtq,/m/04rlf,/m/07rrh0c",3,Police car (siren)|Music|Thunk
17257,oZrMoZeJ8Ng,0.0,10.0,"/m/04rlf,/m/0790c",2,Music|Sonar
17258,o_kiCratdFg,10.0,20.0,"/m/02mk9,/t/dd00067,/t/dd00126,/t/dd00130",4,"Engine|Heavy engine (low frequency)|Inside, large room or hall|Engine starting"
17259,o_qNAZ8EjFc,15.0,25.0,/m/07phhsh,1,Rumble
17260,oa4YcV6VRgA,40.0,50.0,"/m/02jz0l,/m/03dnzn,/m/0838f",3,"Water tap, faucet|Bathtub (filling or washing)|Water"
17261,oaKEAU7SoCE,30.0,40.0,"/m/03qjg,/m/085jw",2,"Harmonica|Wind instrument, woodwind instrument"
17262,oag3I4VRXyM,100.0,110.0,"/m/015lz1,/m/0326g,/m/04rlf",3,Singing|Flamenco|Music
17263,obQrGrfY3d0,30.0,40.0,"/m/02v2lh,/m/04rlf,/m/09x0r,/m/0fd3y",4,New-age music|Music|Speech|Ambient music
17264,obi5ZGujiuU,100.0,110.0,"/m/02mscn,/m/04rlf",2,Christian music|Music
17265,oczCxi-5PHQ,0.0,10.0,/m/07rbp7_,1,Whip
17266,oczJZV87k9A,170.0,180.0,"/m/04rlf,/m/06j64v",2,Music|Middle Eastern music
17267,odT5LpBnjPc,0.0,10.0,"/m/04rlf,/m/07r5v4s,/m/09x0r",3,Music|Drip|Speech
17268,odzi_VK8m3k,380.0,390.0,"/m/04rlf,/m/09ct_",2,Music|Helicopter
17269,oeMSkciXa0c,60.0,70.0,"/m/06xkwv,/m/07rcgpl",2,Mains hum|Hum
17270,oeoZk4oNrDw,20.0,30.0,"/m/01d380,/m/07k1x,/m/0_ksk",3,Drill|Tools|Power tool
17271,of-57Ivfwz8,20.0,30.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr",4,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train"
17272,of8wYhwtS-w,30.0,40.0,"/m/018j2,/m/03qtwd,/m/04rlf,/m/0gg8l",4,Banjo|Crowd|Music|Bluegrass
17273,og1wnY81_yI,130.0,140.0,/m/01v_m0,1,Sine wave
17274,ogW2tWCxpPM,30.0,40.0,"/m/01z7dr,/m/04rlf,/t/dd00032",3,Video game music|Music|Funny music
17275,ogyY4T6Y0rQ,0.0,10.0,"/m/05fw6t,/m/07plz5l",2,Music for children|Sigh
17276,oh5XmtSAOuM,30.0,40.0,"/m/04rlf,/m/07qn4z3",2,Music|Rattle
17277,ohBNHUUGD3Q,30.0,40.0,"/m/02x8m,/m/04rlf",2,Funk|Music
17278,oi0PZW3eQ8k,30.0,40.0,"/m/02x8m,/m/04rlf,/m/06j6l",3,Funk|Music|Rhythm and blues
17279,oi30_RxW1uI,230.0,240.0,"/m/04rlf,/m/07pt_g0",2,Music|Pulse
17280,oiEVwxN5J0k,160.0,170.0,"/m/07p_0gm,/m/07rcgpl",2,Throbbing|Hum
17281,oiLHBkHgkAo,0.0,8.0,"/m/0199g,/m/07yv9",2,Bicycle|Vehicle
17282,ojL0-XPLz9Y,300.0,310.0,/m/07qfgpx,1,"Jingle, tinkle"
17283,ojLv2Ji6cJQ,30.0,40.0,"/m/01z5f,/m/05tny_,/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk",8,"Canidae, dogs, wolves|Bark|Domestic animals, pets|Bow-wow|Speech|Dog|Growling|Animal"
17284,ojZ0FSf9U1w,30.0,40.0,"/m/012f08,/m/07q2z82,/m/07qmpdm,/m/07yv9",4,"Motor vehicle (road)|Accelerating, revving, vroom|Clatter|Vehicle"
17285,okAn7kjxmes,170.0,180.0,"/m/04rlf,/t/dd00036",2,Music|Angry music
17286,okJ-HfG41YQ,30.0,40.0,/m/01yg9g,1,Lawn mower
17287,okb2W6wlTeg,17.0,27.0,"/m/04rlf,/t/dd00018",2,Music|Oink
17288,okkLp1yK480,270.0,280.0,"/m/07phhsh,/t/dd00125",2,"Rumble|Inside, small room"
17289,olNeGEPW4PE,18.0,28.0,"/m/01jg1z,/m/09x0r",2,Heart murmur|Speech
17290,oly1-pFU40c,120.0,130.0,"/m/04rlf,/m/07qfr4h,/m/09x0r",3,"Music|Hubbub, speech noise, speech babble|Speech"
17291,om9_3hyQyg0,510.0,520.0,"/m/0199g,/m/07yv9,/m/09x0r,/m/0ytgt",4,"Bicycle|Vehicle|Speech|Child speech, kid speaking"
17292,omBpbqfZ1Qg,25.0,35.0,"/m/01sm1g,/m/0l14md",2,Wood block|Percussion
17293,omNnKiqigvs,0.0,3.0,/m/07rgkc5,1,Static
17294,omVDsmGevlI,100.0,110.0,"/m/01y3hg,/m/07pp_mv",2,"Smoke detector, smoke alarm|Alarm"
17295,omq3O22EUx4,30.0,40.0,"/m/07qwdck,/m/09x0r",2,Ping|Speech
17296,on-_oUajNso,200.0,210.0,/m/039jq,1,Glass
17297,onFOsXThkQY,10.0,20.0,"/m/07st88b,/m/09ld4",2,Croak|Frog
17298,ond_4zrtjw8,11.0,21.0,/m/07qlf79,1,Spray
17299,oo1oBCVnkHE,28.0,38.0,"/m/01g90h,/m/04rlf,/m/09x0r",3,Stomach rumble|Music|Speech
17300,ooL_T5S2wbo,50.0,60.0,"/m/09x0r,/t/dd00088",2,Speech|Gush
17301,ooSK-ba-1QI,500.0,510.0,/m/07qs1cx,1,Crack
17302,ooWHGN9d7b4,560.0,570.0,"/m/03p19w,/m/09x0r",2,Jackhammer|Speech
17303,ookHwaIun3w,20.0,30.0,"/m/07r5v4s,/t/dd00125",2,"Drip|Inside, small room"
17304,ooohsSgm5GM,0.0,10.0,/m/07mzm6,1,Wheeze
17305,opA7IrKipvQ,220.0,230.0,"/m/04k94,/m/07prgkl,/m/0838f",3,Liquid|Pour|Water
17306,opDCIytwapw,0.0,10.0,"/m/039jq,/m/07pc8lb",2,Glass|Breaking
17307,opU9wWPlG4g,30.0,40.0,"/m/07qw_06,/m/09x0r,/m/0ytgt,/t/dd00125",4,"Wail, moan|Speech|Child speech, kid speaking|Inside, small room"
17308,opVtnQJ62Tw,0.0,10.0,"/m/09x0r,/m/0gy1t2s",2,Speech|Bicycle bell
17309,opfGOzpiSQA,10.0,20.0,"/m/04rlf,/t/dd00121",2,Music|Boing
17310,oqMlq2zWr0c,30.0,40.0,"/m/025td0t,/m/04rlf,/m/04wptg",3,Background music|Music|Wedding music
17311,oqOyiPlZVDw,20.0,30.0,"/m/01j3sz,/m/07sq110,/m/09x0r,/t/dd00001",4,Laughter|Belly laugh|Speech|Baby laughter
17312,oqT3pTJFv5k,30.0,40.0,"/m/025_jnm,/m/07s04w4,/m/09x0r",3,Finger snapping|Snicker|Speech
17313,oqVkxCLj8EY,370.0,380.0,/t/dd00134,1,Car passing by
17314,orRamPkpFM8,30.0,40.0,"/m/04rlf,/m/05w3f,/m/064t9,/m/0gywn",4,Music|Psychedelic rock|Pop music|Soul music
17315,orW7x55KLD8,0.0,5.0,/m/07bjf,1,Single-lens reflex camera
17316,orq_37bx4ns,580.0,590.0,"/m/04rlf,/m/07rkbfh,/m/09x0r",3,Music|Chatter|Speech
17317,oruVlNk-Ywc,490.0,500.0,"/m/04rlf,/m/09x0r,/t/dd00013,/t/dd00126",4,"Music|Speech|Children playing|Inside, large room or hall"
17318,oswEaAsFXDM,170.0,180.0,"/m/02mk9,/m/07yv9,/t/dd00130",3,Engine|Vehicle|Engine starting
17319,oswsd_r-GI8,80.0,90.0,"/m/04rlf,/m/06rqw",2,Music|Ska
17320,otOesJQoucg,30.0,40.0,"/m/07s2xch,/m/0c1dj",2,Groan|Sound effect
17321,otb8nHcq-Oo,480.0,490.0,"/m/09x0r,/m/0llzx,/t/dd00125",3,"Speech|Sewing machine|Inside, small room"
17322,otk_039aA3I,40.0,50.0,/m/0150b9,1,Change ringing (campanology)
17323,ou0oVoBnLaM,30.0,40.0,"/m/0283d,/m/04rlf,/m/06bz3,/m/07s72n,/m/09x0r",5,Drum and bass|Music|Radio|Dubstep|Speech
17324,oukttmFLMBc,30.0,40.0,"/m/07q6cd_,/m/09x0r,/t/dd00125",3,"Squeak|Speech|Inside, small room"
17325,ouwl-XhYIgc,300.0,310.0,"/m/04rlf,/m/07qyrcz",2,Music|Plop
17326,ov4fdnGwzWU,520.0,530.0,"/m/01kcd,/m/07gql",2,Brass instrument|Trumpet
17327,ovFG_3EjFac,5.0,15.0,"/m/07qv_x_,/m/09x0r",2,Shuffle|Speech
17328,ovVrS-q3Rzk,30.0,40.0,"/m/0145m,/m/01v1d8,/m/04rlf",3,Afrobeat|Sampler|Music
17329,ov_g-r7Vo8M,30.0,40.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",8,Cymbal|Drum|Drum kit|Hi-hat|Rimshot|Snare drum|Bass drum|Percussion
17330,ovbsvdAG-mY,130.0,140.0,"/m/05x_td,/t/dd00125",2,"Air horn, truck horn|Inside, small room"
17331,ovgelLpt148,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
17332,ow142EaHyec,150.0,160.0,/m/04gxbd,1,"Power windows, electric windows"
17333,ow7xqVk8Wjs,30.0,40.0,"/m/04rlf,/m/05lls",2,Music|Opera
17334,owUQCQxkAl4,30.0,40.0,"/m/018w8,/m/09x0r",2,Basketball bounce|Speech
